description,category,amount
DIRECT DEBIT ELECTRONICS STORE LAPTOP,shopping,-423.85
dress downtown purchase,shopping,-200.04
Opera House Club Entry,entertainment,-83.77
Cigna Received Supplements,health,-227.6
Festival Payment,entertainment,-64.15
dd costa coffee,cafe_restaurant,-61.76
bulk powders debit ref nkz8m5,health,-125.98
purchase mubi movie,entertainment,-145.61
LIDL NEW YORK POS,groceries,-54.29
Mini Market App Chicago,groceries,-120.51
grocery credited dairy,groceries,-35.63
Amazon Music With Friends,entertainment,-144.62
deezer film,entertainment,-69.47
Mubi Mgiy43Ox Paris Gig,entertainment,-106.17
BRITISH GAS / INSURANCE PREMIUM COUNCIL TAX,bills_utilities,-603.19
Disney+*Pur Paris Movie,entertainment,-29.23
ORGANIC CREDITED FRESH FOOD,groceries,-23.6
neste bill parking fee,transport,-43.18
Zurich Stripe/De Phone Plan,bills_utilities,-128.95
marks spencer received food shopping,groceries,-116.07
walgreens iban new york medicine,health,-170.98
DUNKIN VISIT BRUNCH,cafe_restaurant,-39.52
Engie Credit,bills_utilities,-544.39
Trader Joe'S Auto-Renewal,groceries,-13.89
DUNKIN WITH FRIENDS,cafe_restaurant,-16.08
so thames water gas,bills_utilities,-175.61
Purchase Cigna,health,-201.67
cabify with friends,transport,-69.48
Rewe Direct Debit,groceries,-79.86
RECURRING SEPHORA HEADPHONES,shopping,-191.03
cashback credited at investment return project payment,income,3945.7
BEST BUY*DEB FR SNEAKERS,shopping,-473.18
Cigna Fee Direct Debit Medical,health,-114.33
Contactless Specialist Supplements,health,-34.42
CIRCLE K*INV PRAGUE RIDE,transport,-8.03
PHYSIOTHERAPY ONLINE FITNESS CLASS,health,-10.0
Dd Bt Broadband Bill,bills_utilities,-1317.86
WORKOUT NEAR WORK,health,-155.12
Return Sse Subscription Renewal,bills_utilities,-760.9
Direct Line Visit Broadband Bill,bills_utilities,-1266.62
MARKS SPENCER MONTHLY,groceries,-97.23
PAYPAL DE CARD,income,593.12
VISA STARBUCKS PASTA DRINKS,cafe_restaurant,-40.48
Toptal With Friends Project Payment,income,715.77
dentist delivery gym,health,-31.78
Gas Bill / Rent Payment Insurance Premium,bills_utilities,-227.09
Payment From Chick-Fil-A Lunch,cafe_restaurant,-64.82
BULK POWDERS SUBSCRIPTION TXN,health,-199.9
PAYROLL VISIT PAYOUT,income,873.25
purchase hertz,transport,-12.64
Aviva Standing Order,bills_utilities,-840.21
rewe-london-app,groceries,-82.06
GAS BILL - STANDING ORDER,bills_utilities,-1293.5
Order Toll Gate Charging,transport,-41.81
mini market delivery,groceries,-17.55
IKEA-PRAGUE-DIRECT DEBIT DELIVERY,shopping,-412.07
Direct Debit Grocery Store,groceries,-90.22
gp surgery autopay vienna,health,-191.65
Saturn*Cre Berlin,shopping,-339.8
Direct Debit Primark Laptop,shopping,-283.2
Purchase Puregym Massage,health,-139.34
PASS OUTING RIDE,transport,-74.8
WEEKLY SHOP MILK,groceries,-89.91
LOCAL MARKET 73S4YQ PARIS PRODUCE,groceries,-77.02
Standing Order Cineworld,entertainment,-33.53
gadget outing,shopping,-202.26
Fiverr Direct Debit,income,906.8
CARD PAYMENT PUB DUBLIN SNACK,cafe_restaurant,-4.0
BROADBAND BILL DOWNTOWN GAS,bills_utilities,-463.13
Membership From Nintendo Subscription,entertainment,-14.46
Clothing Dress,shopping,-341.82
VINTED,shopping,-259.8
train auto-renewal,transport,-47.64
gas at lv insurance annual fee,bills_utilities,-926.28
SO BUPA MEDICINE,health,-200.88
cigna rome contactless,health,-186.76
PURCHASE AXA HEALTH,health,-135.26
Ticket At Ferry Ticket,transport,-34.01
Trip At Renfe,transport,-62.02
SO PENNY BULK FOOD,groceries,-124.18
Order Chick-Fil-A,cafe_restaurant,-31.68
Project Payment Near Work Bonus Received,income,1680.25
NPOWER MONTHLY,bills_utilities,-92.05
TXN REFUND PAYOUT INTEREST CREDITED,income,443.78
megabus*pjgbdjt,transport,-55.89
BAKERY ONLINE CAPPUCCINO,cafe_restaurant,-24.68
Brunch Outing Dinner,cafe_restaurant,-31.66
mini golf direct debit,entertainment,-105.46
gog*sub new york subscription,entertainment,-72.64
DD EDEKA WEEKLY SHOP,groceries,-106.05
direct debit interest payment commission paid,income,4479.79
Stripe Caffe Nero  Takeaway,cafe_restaurant,-9.41
CARD PAYMENT NEXT AMSTERDAM,shopping,-338.14
Comedy Club/Transfer/London,entertainment,-37.69
CARD PAYMENT JOHN LEWIS BERLIN FURNITURE,shopping,-487.6
TAKEAWAY (KFC),cafe_restaurant,-15.51
credit eurostar charging,transport,-14.07
saturn bill furniture,shopping,-429.71
CONTACTLESS NESTE,transport,-26.71
subscription at amazon music subscription,entertainment,-86.38
WEB POPEYES BREAKFAST,cafe_restaurant,-36.17
BUPA VISIT,health,-9.24
Severn Trent Online Water,bills_utilities,-974.08
WORKOUT NEAR WORK PRESCRIPTION,health,-79.84
Pos Enterprise London,transport,-66.85
payment from gog festival pass,entertainment,-116.69
CREDIT ORLEN,transport,-60.64
Return Ryanair,transport,-68.27
credit rent phone plan,bills_utilities,-316.44
Applebee'S*Jhj0C8N4S Ramen,cafe_restaurant,-12.12
Diesel Downtown,transport,-57.03
purchase crossfit workout,health,-151.59
Restaurant Card Chicago Espresso,cafe_restaurant,-29.2
orlen monthly,transport,-34.13
contactless starbucks,cafe_restaurant,-17.21
standing order ryanair,transport,-41.96
INCENTIVE PAYMENT YEREZAAN DUBLIN DIVIDEND PAYMENT,income,4491.99
Recurring Nuffield Health Doctor Visit,health,-187.94
order home insurance,bills_utilities,-240.55
metro monthly diesel,transport,-10.45
DRESS OUTING GIFT,shopping,-331.36
apple store paypal vienna accessories,shopping,-282.32
CHINESE RESTAURANT - KEBAB,cafe_restaurant,-59.09
DOUGLAS VISIT ACCESSORIES,shopping,-327.33
return greggs dinner,cafe_restaurant,-27.95
Headphones Downtown Clothes,shopping,-173.43
Train Txn/Us Diesel,transport,-19.86
Ride (National Rail) Toll,transport,-25.59
card payment rewe london meat,groceries,-105.16
Migros - Bulk Food,groceries,-127.71
PAYMENT FROM TOLL GATE PETROL,transport,-58.75
CREDIT PUB BEER,cafe_restaurant,-51.22
TAKEAWAY COFFEE,cafe_restaurant,-16.56
ferry visit travel card,transport,-71.9
PAYMENT FROM CROSSFIT FITNESS CLASS,health,-91.06
Blood Test Contactless Chicago Prescription,health,-116.02
Aldi Visit Meat,groceries,-19.9
Direct Line Recurring Eu Subscription Renewal,bills_utilities,-486.61
ECOM ALLIANZ ANNUAL FEE BROADBAND BILL,bills_utilities,-789.94
breakfast near work beer,cafe_restaurant,-32.94
CONTACTLESS APPLE TV+ IN-APP PURCHASE,entertainment,-118.01
Autopay Therapy Txn,health,-79.71
COMMISSION PAID OUTING,income,1772.95
Bolt Delivery,transport,-58.21
Gas Credited Broadband Bill,bills_utilities,-783.53
VUE CINEMA PAYMENT,entertainment,-68.96
BOOTS PAYMENT PROTEIN,health,-152.91
Carrefour Online Weekly Shop,groceries,-48.21
mini market direct debit,groceries,-128.5
autopay salary debit,income,4788.85
event ticket,entertainment,-94.61
MINI GOLF-BRUSSELS-ONLINE CONCERT TICKET,entertainment,-118.09
AVIS EUXXYERNX3 LISBON TRIP,transport,-70.26
SALARY PAYMENT PAYOUT,income,4257.57
ADIDAS PAYMENT CLOTHES,shopping,-200.39
AXA HEALTH VISIT SUPPLEMENTS,health,-207.47
Debit Metro Berlin Petrol,transport,-7.69
Wine Downtown Ramen,cafe_restaurant,-20.54
VINTED PAYMENT DRESS,shopping,-325.33
online salary madrid payout,income,5861.66
Pilates | Charge | 89Fgy2I5O,health,-181.14
REI*1XSG86C SNEAKERS,shopping,-67.66
THAI RESTAURANT ONLINE,cafe_restaurant,-35.01
LANDLORD PAYMENT ELECTRICITY INSURANCE PREMIUM,bills_utilities,-1317.53
Hbo Max Received Club Entry,entertainment,-10.88
Vitamins Outing,health,-51.95
Mubi | Order | A90O6Wb97 Festival Pass,entertainment,-27.68
CREDIT LIDL,groceries,-87.42
RAMEN SHOP DELIVERY,cafe_restaurant,-46.94
DINE IN CREDITED CAPPUCCINO,cafe_restaurant,-59.37
Grocery Store,groceries,-92.18
chinese restaurant/debit/vienna,cafe_restaurant,-37.65
WAITROSE ONLINE VEGETABLES,groceries,-35.1
CINEMA 7O8WL1 LONDON FESTIVAL PASS,entertainment,-35.45
ODEON PAYMENT CARD,entertainment,-5.5
Edf Monthly,bills_utilities,-1112.52
ENGIE CREDIT,bills_utilities,-922.05
europcar*qdtled8,transport,-13.66
movie concert ticket,entertainment,-82.67
escape us app event ticket,entertainment,-100.53
primark/purchase/chicago,shopping,-90.35
E.ON DELIVERY,bills_utilities,-1224.69
CONTACTLESS REFUND,income,4717.21
THREE,bills_utilities,-1331.72
talktalk app direct debit,bills_utilities,-114.7
txn vue cinema stockholm subscription,entertainment,-111.58
contactless metro parking fee,transport,-27.64
museum with friends,entertainment,-127.66
payment from coop,groceries,-112.68
DIRECT LINE | PURCHASE | Y7Y0W9 PHONE PLAN,bills_utilities,-427.01
FREE NOW MONTHLY TOLL,transport,-25.07
order next purchase,shopping,-386.64
PHYSIO DOWNTOWN THERAPY,health,-220.03
TGI FRIDAY'S INBOUND TRANSFER DINNER,cafe_restaurant,-47.32
order kfc pizza,cafe_restaurant,-55.79
Apple Tv+,entertainment,-103.73
purchase bowling,entertainment,-96.22
EUROPCAR JOURNEY TICKET,transport,-49.07
kfc with friends sandwich,cafe_restaurant,-38.2
order broadband gas,bills_utilities,-201.69
METRO ZTE52KW PARIS,transport,-60.27
Performance Bonus Monthly Freelance Income,income,2070.48
Toptal Fee Debit Wage Credit,income,4087.68
vueling delivery,transport,-49.38
clothing store delivery,shopping,-105.18
FERRY / FUEL FUEL,transport,-43.51
CONTACTLESS TOPSHOP SNEAKERS,shopping,-345.83
PURCHASE HOLLAND BARRETT,health,-164.97
sneakers outing trousers,shopping,-296.86
ALLIANZ-AMSTERDAM-TXN PHONE PLAN,bills_utilities,-1276.47
ESCAPE ROOM CREDIT APP,entertainment,-37.85
Sneakers (Uniqlo),shopping,-386.16
TESCO VISIT EGGS,groceries,-122.01
order dunkin dessert,cafe_restaurant,-54.77
direct debit zara,shopping,-404.16
TAXI DELIVERY,transport,-6.1
Standing Order Wage Project Payment,income,1446.35
TWITCH SUBSCRIPTION RECURRING,entertainment,-138.38
Investment Return Transfer Card Project Payment,income,3015.82
recurring bolt toll,transport,-68.0
PROJECT PAYMENT CREDITED WAGE CREDIT,income,4444.47
CREDIT M&S FOOD MEAT,groceries,-14.82
NIGHT OUT FROM MUSEUM DLC,entertainment,-71.71
Electricity Bill Visa Ref 4T5D9Eaw6,bills_utilities,-1366.86
bupa,health,-118.28
GREGGS,cafe_restaurant,-42.5
L'Occitane Received Clothing,shopping,-15.14
AUTOPAY MINI MARKET DEBIT SUPERMARKET RUN,groceries,-22.64
HABITAT/TRANSFER/VIENNA HEADPHONES,shopping,-107.19
So Aliexpress,shopping,-338.96
NETTO INBOUND TRANSFER FRESH FOOD,groceries,-91.46
aldi direct debit prague bread,groceries,-40.97
Clothing Store Delivery Electronics,shopping,-174.34
dd elkjøp,shopping,-136.22
pasta downtown wine,cafe_restaurant,-56.04
MONTHLY PAY*NM3U9CK1BU DIVIDEND PAYMENT,income,4112.94
water bill credit ref rr2e8v3,bills_utilities,-673.36
Nuffield Health Credit Mastercard Protein,health,-54.89
Order Vodafone Home,bills_utilities,-833.83
Pub Online Lunch,cafe_restaurant,-39.85
Shirt Credited,shopping,-316.37
YOUTUBE PREMIUM RECEIVED MOVIE,entertainment,-54.08
Return Food Market,groceries,-24.38
GAMING OUTING,entertainment,-132.01
Habitat Direct Debit Jacket,shopping,-247.56
adidas*im10d7kb shoes,shopping,-485.08
Sushi Bar Cocktail,cafe_restaurant,-52.68
CONTRACTOR FEE MONTHLY REFUND RECEIVED,income,5546.19
PHONE PLAN CREDITED,bills_utilities,-1178.58
Phone (Department Store) Electronics,shopping,-34.64
DD FNAC,shopping,-499.16
Workout Credited Gym,health,-232.74
Brasserie App Ref Ynxwh5 Delivery Meal,cafe_restaurant,-12.49
Neste Auto-Renewal,transport,-33.4
epic games bill in-app purchase,entertainment,-32.13
Trader Joe'S Meat,groceries,-82.28
dd at&t rent payment,bills_utilities,-1248.98
BURGER JOINT - PASTA BREAKFAST,cafe_restaurant,-10.57
Q8*Pay Stockholm,transport,-68.68
PLAYSTATION WITH FRIENDS,entertainment,-60.94
pizzeria delivery,cafe_restaurant,-46.15
Bulk Powders Online Fitness Class,health,-100.33
Etsy*Inv Chicago,shopping,-79.6
Order Burger Joint,cafe_restaurant,-51.19
Pizza   Mastercard Dessert,cafe_restaurant,-9.05
DD SATURN LAPTOP,shopping,-266.23
netflix payment,entertainment,-5.86
OPERA HOUSE - BOWLING BOWLING,entertainment,-44.43
ADIDAS RECURRING GB,shopping,-47.69
direct debit e.on,bills_utilities,-103.15
journey downtown,transport,-21.3
CONCERT TICKET CREDITED ESCAPE ROOM,entertainment,-142.85
CHIPOTLE DELIVERY BRUNCH,cafe_restaurant,-23.03
PLAYSTATION BILL,entertainment,-143.56
GAS BILL ONLINE,bills_utilities,-240.04
TFL TXN EU,transport,-2.7
TAPAS BAR CAPPUCCINO,cafe_restaurant,-53.85
MIGROS ONLINE VEGETABLES,groceries,-66.27
Ramen Shop Payment,cafe_restaurant,-26.03
electronics downtown,shopping,-251.66
direct debit rei,shopping,-156.64
ORDER COSTA COFFEE,cafe_restaurant,-52.74
ONLINE ORDER OUTING ELECTRONICS,shopping,-454.55
Order Netto Bulk Food,groceries,-118.71
COCKTAIL DOWNTOWN,cafe_restaurant,-57.44
NATURKOST RECURRING NEW YORK,groceries,-114.13
Tommy Hilfiger-Madrid-Card Kitchenware,shopping,-128.47
Recurring Bolt Travel Card,transport,-59.95
brasserie payment txn,cafe_restaurant,-3.19
WHOLE FOODS INBOUND TRANSFER WEEKLY SHOP,groceries,-66.35
VUELING/TRANSFER/US,transport,-69.59
Payment From Mini Golf,entertainment,-69.08
CAFE ONLINE TAKEAWAY,cafe_restaurant,-64.48
Return Tfl Airport Transfer,transport,-42.33
deutsche telekom visit direct debit,bills_utilities,-657.77
Chipotle Payment,cafe_restaurant,-36.67
AIRPORT TRANSFER FROM VUELING TRIP,transport,-40.88
trader paris contactless grocery,groceries,-81.0
Order Bus Fare,transport,-36.05
UBER,transport,-72.13
Equinox - Gym Dental,health,-115.31
CHECKUP (BOOTS),health,-36.01
EBAY DIRECT DEBIT,shopping,-122.78
PAYPAL WAYFAIR KITCHENWARE,shopping,-417.01
CASHBACK CREDITED CREDITED PROJECT PAYMENT,income,1946.7
rwe delivery council tax,bills_utilities,-1447.78
PURCHASE FLIXBUS JOURNEY,transport,-22.86
BULK POWDERS,health,-29.58
Esso / Ticket,transport,-53.72
Grocery Store Visit,groceries,-123.51
recurring john lewis gadget,shopping,-50.31
SO PRET A MANGER,cafe_restaurant,-46.62
ride travel card,transport,-30.97
PUMA AUTO-RENEWAL LAPTOP,shopping,-239.64
GNC / DENTAL HEALTH INSURANCE,health,-233.44
greyhound payment pos fare,transport,-64.38
Peacock Bill Night Out,entertainment,-58.26
Credit Peopleperhour Cashback Credited,income,1300.35
STANDING ORDER EUROPCAR COMMUTE,transport,-14.45
NETTO WITH FRIENDS,groceries,-52.17
Return Mini Market Fresh Food,groceries,-127.38
Tram Received Journey,transport,-26.15
FARE CREDITED,transport,-14.68
laptop at clothing store jewellery,shopping,-143.85
standing order youtube premium,entertainment,-95.31
Douglas Debit Stripe,shopping,-433.89
Phone Plan Outing,bills_utilities,-532.89
gnc direct debit,health,-75.29
tapas bar direct debit takeaway,cafe_restaurant,-31.08
Bistro Online Cocktail,cafe_restaurant,-61.4
E.On - Insurance Premium,bills_utilities,-713.51
contactless la fitness physio,health,-235.97
Medicine Outing,health,-87.63
Roblox 8X9Xtw3Im Dublin Concert Ticket,entertainment,-44.27
pizza hut delivery dessert,cafe_restaurant,-53.83
TAPAS BAR VISA DRINKS,cafe_restaurant,-13.4
douglas af38s3ex eu sneakers,shopping,-99.32
So Lyft Airport Transfer,transport,-50.31
Payment From Billa,groceries,-119.76
bus monthly,transport,-64.7
Admiral*Rw1Z9Qj Water,bills_utilities,-650.79
Order Online Shop,shopping,-205.89
DIRECT DEBIT DOWNTOWN ANNUAL FEE,bills_utilities,-1025.19
FREELANCE PAYMENT,income,4367.8
planet vienna ecom,health,-222.41
takeaway near work,cafe_restaurant,-26.59
YOGA STUDIO DIRECT DEBIT SUPPLEMENTS,health,-160.23
sephora monthly,shopping,-110.83
BAKERY POS REF 9PZXDQ3P,cafe_restaurant,-5.5
REWE MONTHLY MILK,groceries,-35.65
monthly pay commission paid,income,538.75
so gas bill,bills_utilities,-960.57
hulu film,entertainment,-16.97
credit currys furniture,shopping,-251.79
Protein (Lloyds Pharmacy),health,-22.01
Nightclub | Subscription | Ocsvlv Event Ticket,entertainment,-26.64
AUTOPAY EUROPCAR TXN TRAVEL CARD,transport,-53.71
Sncf Txn/Brussels,transport,-34.35
dd deutsche bahn airport transfer,transport,-25.15
toptal paypal,income,4539.78
aviva / monthly bill direct debit,bills_utilities,-1182.24
Government Payment Direct Debit,income,4424.11
Dim Sum Direct Debit Wine,cafe_restaurant,-12.33
Kaufland Stripe Ref Rbv7R9 Produce,groceries,-51.69
Admiral*X44G0Bgnq8 Insurance Premium,bills_utilities,-173.55
Applebee'S / Burger Kebab,cafe_restaurant,-14.43
Purchase From Vinted,shopping,-86.98
Return Cinepolis Show,entertainment,-96.97
medicine (cigna) massage,health,-53.24
Autopay Adidas Debit,shopping,-242.32
BRUNCH AT PIZZA HUT,cafe_restaurant,-60.57
hospital monthly checkup,health,-141.11
Standing Order Sports Direct,shopping,-446.63
NINTENDO MEMBERSHIP,entertainment,-90.52
lidl-us-txn,groceries,-80.44
MARKS SPENCER IBAN REF 1ZIB43Q6 FRUITS,groceries,-46.77
CARD PAYMENT NUFFIELD HEALTH STOCKHOLM HEALTH INSURANCE,health,-165.03
PURCHASE BOOTS WORKOUT,health,-156.54
IHERB RECEIVED THERAPY,health,-146.7
SSE AUTO-RENEWAL,bills_utilities,-466.11
DIRECT DEBIT ROBLOX GIG,entertainment,-42.65
wage credit,income,1679.58
APP PENNY MEAT EGGS,groceries,-13.16
tesco*7tjw0x9ogn dairy,groceries,-113.38
payment from applebee's,cafe_restaurant,-26.02
Dd Currys Jacket,shopping,-489.45
O2 Pos,bills_utilities,-729.37
CREDIT DINER SANDWICH,cafe_restaurant,-56.28
contactless amazon prime video,entertainment,-149.56
Standing Order Gog Series,entertainment,-10.74
purchase twitch streaming,entertainment,-149.26
aldi / organic,groceries,-57.92
physiotherapy auto-renewal medication,health,-56.49
Subscription Credited Subscription,entertainment,-132.52
MARKS SPENCER MONTHLY FRESH FOOD,groceries,-96.49
MINI MARKET | PURCHASE | GJDD4T9,groceries,-34.59
SUBWAY SEPA REF P15PZSS1 SUSHI,cafe_restaurant,-64.72
chick-fil-a transfer stripe takeaway,cafe_restaurant,-7.09
Xbox Auto-Renewal,entertainment,-128.04
ticket outing trip,transport,-15.02
Direct Debit Anglian Water Council Tax,bills_utilities,-1373.92
SHELL BILL,transport,-8.12
cvs credit physio,health,-87.83
Payment From Eurostar,transport,-79.62
STANDING ORDER TRADER JOE'S,groceries,-47.62
COFFEE FROM OLIVE GARDEN LUNCH,cafe_restaurant,-39.09
NIGHTCLUB DIRECT DEBIT,entertainment,-91.1
ENEL WITH FRIENDS WATER,bills_utilities,-1255.06
bulk powders visit gym,health,-211.54
cabify paypal,transport,-28.29
MIGROS*PAY ROME GROCERIES,groceries,-59.77
purchase texaco,transport,-28.48
SHEIN,shopping,-60.02
EE AUTO-RENEWAL RENT PAYMENT,bills_utilities,-150.17
Order Food Market,groceries,-118.4
aldi*cre amsterdam fruits,groceries,-73.89
payment from cafe wine,cafe_restaurant,-5.97
ENTERPRISE,transport,-5.49
science center - concert ticket,entertainment,-11.71
peopleperhour*d85qdw7 salary received,income,5924.15
TRIP OUTING,transport,-67.74
Burger At Diner,cafe_restaurant,-10.92
PAYMENT FROM SHELL PETROL,transport,-41.57
Payment From Shein,shopping,-106.96
rental income inbound transfer,income,3503.31
wine at popeyes,cafe_restaurant,-19.31
Contactless Aldi Organic,groceries,-43.21
BEST BUY*ZHAN1E9 LAPTOP,shopping,-60.07
food market direct debit groceries,groceries,-106.3
card payment iherb london therapy,health,-22.38
return deezer club entry,entertainment,-121.87
DD WENDY'S PASTA,cafe_restaurant,-21.2
CAPPUCCINO DOWNTOWN DINNER,cafe_restaurant,-27.57
So Escape Room Gig,entertainment,-105.51
BUS WITH FRIENDS FUEL,transport,-31.59
PURCHASE FIVE GUYS RAMEN,cafe_restaurant,-19.12
Stripe Shein Shoes Jacket,shopping,-282.29
DD RESTAURANT PIZZA,cafe_restaurant,-28.89
TAXI INBOUND TRANSFER DIESEL,transport,-25.8
DEPARTMENT STORE-LONDON-STRIPE SNEAKERS,shopping,-156.85
TRADER JOE'S AUTO-RENEWAL FOOD SHOPPING,groceries,-109.84
Dessert Downtown,cafe_restaurant,-34.16
PARKING AUTO-RENEWAL TRIP,transport,-26.34
lv insurance received broadband bill,bills_utilities,-201.29
AMC BILL EVENT TICKET,entertainment,-111.44
APP WAGE US TRANSFER RECEIVED,income,4620.54
Card Payment Landlord Payment Us,bills_utilities,-676.05
ORDER ENTERPRISE TOLL,transport,-19.94
Contactless Toll Gate Travel Card,transport,-76.5
Purchase Pizzeria,cafe_restaurant,-50.24
BROADBAND MONTHLY RENT PAYMENT,bills_utilities,-408.13
Card Payment Asos Brussels Shirt,shopping,-147.16
Bistro Monthly,cafe_restaurant,-61.05
Tesco | Credit | Dwro9Mm,groceries,-51.03
STANDING ORDER NIKE GADGET,shopping,-463.43
gap accessories electronics,shopping,-41.87
