description,category
Best Buy Online Seattle,shopping
Txn Youtube,entertainment
taco bell--visa,food
Apotek Berlin Card,health
playstationhulu card il sepa,entertainment
YOUTUBE BILL VIA AMEX,entertainment
RITE AID SQUARE/ALEX,health
Best Buy-London-Trip,shopping
BART BILL ONLINE EU,transport
zalando eur eur,shopping
hsbc credit rome,other
starbucks seattle #48276,food
chipotle vienna credit,food
Spotify*Pur Ny,entertainment
EAT. SUBSCRIPTION VIA DEBIT,food
o2 credit/wa,other
Lidl Ny Eur,food
BOOTS*FEE CHICAGO,health
Lidl Ecom Giza,food
rite aid stripe sepa,health
DUNKIN WIRE ROME,food
TARGET-AMSTERDAM-ECOM,shopping
greggs txn via sepa,food
Costco-Dallas-Iban,shopping
gym-italy-ach,health
DOCMORRIS-AMSTERDAM-WEB,health
T-MOBILE ORDER ONLINE EU,other
CREDIT PLAYSTATIONHULU,entertainment
Hospital*Pur Sepa,health
ecom orange,other
Docmorris Sepa Il Sepa,health
CHASE-BERLIN-PAYPAL,other
AMAZON*PUR WA,shopping
bart vienna #30964,transport
BARCLAYS  TRIP,other
renfe subscription,transport
Atm Uae Eur,other
ATM NEW YORK #83190,other
GREGGS WEB PAYMENT,food
EAT. EGYPT EUR,food
SPOTIFY CHARGE VIA AMEX,entertainment
Xbox Fee Via Wire,entertainment
PLAYSTATIONHULU MASTERCARD TXN,entertainment
Bbc Iplayer Cairo Web,entertainment
STEAM TXN VIA IBAN,entertainment
amtrak wa eur,transport
BILLA*BIL SAN FRANCISCO,food
MCDONALDS MIAMI #61094,food
sky alex eur,entertainment
Pret A Manger Txn Via Ach,food
Visa Bank Of America,other
Zalando Los Angeles #21291,shopping
trainline-rome-ride,transport
wendy's-london-square,food
SUBWAY PAYMENT ONLINE UK,food
BARCLAYS NY VISA,other
SPAR KSA EUR,food
Hsbc Txn Txn,other
Utility Payment Italy #57777,other
salary los angeles iban,other
best buy web/milan,shopping
taco bell charge,food
Canal+ Visa/Amsterdam,entertainment
CARREFOUR ACH/FL,shopping
Salary*Sub France,other
Zalando Ny #33455,shopping
BBC IPLAYER TXN ONLINE ITALY,entertainment
WEB HOSPITAL,health
AMAZON NETHERLANDS #90331,shopping
Ach Barclays,other
deutsche bahn san francisco #99541,transport
Tfl San Francisco #97806,transport
aldi txn via web,shopping
uber rome eur,transport
paul bakery fee,food
APOTEK VIENNA #39191,health
Amazon Madrid Eur,shopping
WALMART*PAY LOS ANGELES,shopping
El Corte Ingles Purchase Online Madrid,shopping
spotify-berlin-card,entertainment
bart*pur cairo,transport
Le Pain Quotidien Purchase Online Wa,food
CLINIC UAE EUR,health
SKY WEB PURCHASE,entertainment
Billa Txn,food
Tfl Sepa Txn,transport
Target*Cha Belgium,shopping
SPOTIFY-DALLAS-DELIVERY,entertainment
LE PAIN QUOTIDIEN ONLINE/ITALY,food
canal+ online los angeles,entertainment
rite aid purchase,health
trainline payment via mastercard,transport
TRIP RENFE,transport
Aldi-Netherlands-Ride,shopping
utility payment paypal/france,other
playstationhulu sepa eur sepa,entertainment
BOLT EXPENSE ONLINE GIZA,transport
TRAINLINE MILAN EUR,transport
Aldi Ride Expense,shopping
BEST BUY SQUARE IL,shopping
Hospital Sepa Us Sepa,health
italo fl #2107,transport
sky*ord vienna,entertainment
Costco-Berlin-Txn,shopping
Pos Billa,food
SEPA CLINIC,health
BARCLAYS US #10158,other
paul bakery egypt eur,food
vodafone debit txn,other
ORANGE IL #85436,other
GYM*SUB LOS ANGELES,health
Spotify Charge Via Web,entertainment
barclays*exp berlin,other
Italo Ride Giza Sepa,transport
Sncf Charge,transport
canal+-germany-pos,entertainment
Uber Pos Italy Sepa,transport
Spar Bill,food
zalando cairo eur,shopping
El Corte Ingles-Tx-Online,shopping
o2 chicago #38695,other
Trainline*Pay Brussels,transport
APP GYM,health
BILLA LONDON #91822,food
walmart purchase via digital,shopping
APOTEK*PAY GERMANY,health
Mta*Cha Ny,transport
disney+ usa #18115,entertainment
tesco*ord los angeles,shopping
wire mcdonalds,food
EL CORTE INGLES ECOM CA SEPA,shopping
chipotle wire charge,food
Amazon Charge,shopping
Xbox Txn Bill,entertainment
TFL TXN FEE,transport
WALGREENS MIAMI EUR,health
Bank Of America Expense,other
sky card eur,entertainment
ATM CREDIT CHARGE,other
PHARMACY APP NY SEPA,health
orange mastercard purchase,other
Best Buy Amex Italy Sepa,shopping
delivery carrefour,shopping
Gym Web Amsterdam Sepa,health
Pret A Manger Txn Via Credit,food
Spar Berlin Visa,food
VERIZON-BRUSSELS-SEPA,other
Eat. Tx #84925,food
trainline madrid #58611,transport
Verizon Alex #86636,other
LE PAIN QUOTIDIEN FEE ONLINE TX,food
PAUL BAKERY EXPENSE VIA WIRE,food
BOOTS-LONDON-CREDIT,health
PAYPAL CHIPOTLE,food
UTILITY PAYMENT FEE,other
vodafone charge via txn,other
PAUL BAKERY-MIAMI-DELIVERY,food
CHASE TRIP/BRUSSELS,other
zalando bill online ksa,shopping
Ecom Bart,transport
xbox fee via stripe,entertainment
aldi purchase online uk,shopping
EL CORTE INGLES SPAIN #58753,shopping
chipotle-germany-credit,food
TARGET BELGIUM CARD,shopping
Atm Eur App,other
bolt-belgium-stripe,transport
BEST BUY  #37460,shopping
greggs miami mastercard,food
carrefour square spain,shopping
clinic visa usa,health
INTL DUNKIN,food
GYM CHARGE,health
cvs visa/ksa,health
AT&T GERMANY #60631,other
APP PRET A MANGER,food
O2*PAY NY,other
Pret A Manger Ride France,food
best buy intl fee,shopping
Chase-Brussels-Pos,other
t-mobile germany eur,other
LYFT POS SUBSCRIPTION,transport
eat. austria eur,food
Cvs Uae Visa,health
le pain quotidien-brussels-web,food
Netflix*Ord Sepa,entertainment
Kfc Tx #78658,food
Tesco-Berlin-Wire,shopping
Vodafone Txn Via Ach,other
BART EXPENSE ONLINE BELGIUM,transport
Intl Trainline,transport
CVS WEB US,health
SEPA GYM,health
Spotify Paris #34048,entertainment
Hospital Berlin Eur,health
HSBC*EXP MADRID,other
netflix payment via ach,entertainment
El Corte Ingles-Paris-Ecom,shopping
tesco rome eur,shopping
renfe rome wire,transport
Boots Visa Spain Sepa,health
Digital Sky,entertainment
ZALANDO SUBSCRIPTION,shopping
Cvs Dallas Paypal,health
target austria delivery,shopping
BARCLAYS IBAN/EU,other
BILLA UK #65000,food
Netflix Fee Online Italy,entertainment
youtube purchase via square,entertainment
Walmart Web Payment,shopping
clinic*bil ny,health
MTA-EGYPT-CREDIT,transport
Wire Unknown,other
Xbox*Bil Ksa,entertainment
RENFE FEE VIA WIRE,transport
Uber Eur Txn,transport
WIRE AMC THEATRES,entertainment
Spotify Fee,entertainment
Zalando Milan Eur,shopping
LIDL AMSTERDAM EUR,food
At&T Expense Via Ecom,other
T-Mobile Ca #6077,other
Lyft Giza Eur,transport
xbox digital ksa sepa,entertainment
Amazon Charge Via Debit,shopping
DOCMORRIS FRANCE EUR,health
bart seattle #31917,transport
bbc iplayer purchase,entertainment
COSTCO-LONDON-ECOM,shopping
Eat. App/Germany,food
chase expense via mastercard,other
COSTCO-ROME-STRIPE,shopping
HOSPITAL-FRANCE-PAYPAL,health
orange us eur,other
verizon-eu-online,other
clinic online madrid sepa,health
italo digital chicago,transport
Tfl Sepa Uae Sepa,transport
ITALO AUSTRIA EUR,transport
SPOTIFY DEBIT SAN FRANCISCO SEPA,entertainment
ZALANDO IBAN TXN,shopping
wendy's paris #75803,food
Pret A Manger Ride London Sepa,food
uber txn online tx,transport
tfl wire austria sepa,transport
ATM TRIP/MIAMI,other
Starbucks Online Fl Sepa,food
subway charge,food
Target Purchase,shopping
amtrak uae eur,transport
Amazon Us #89271,shopping
CARREFOUR*PAY SEATTLE,shopping
trainline ride berlin sepa,transport
DEBIT HSBC,other
Txn Barclays,other
steam giza eur,entertainment
O2 ECOM/FL,other
pret a manger purchase online brussels,food
Netflix*Exp Cairo,entertainment
ach wendy's,food
Xbox New York #7550,entertainment
disney+ wire payment,entertainment
Disney+ Payment,entertainment
disney+ rome eur,entertainment
Pret A Manger Ny #11056,food
NETFLIX EGYPT #3197,entertainment
Netflix Amex Seattle,entertainment
Kfc Rome Eur,food
RENFE WA ECOM,transport
Iban Mta,transport
amc theatres los angeles #76735,entertainment
costco charge,shopping
amex rite aid,health
SUBWAY STRIPE FEE,food
BBC IPLAYER ACH DALLAS SEPA,entertainment
CARREFOUR RIDE CHARGE,shopping
target payment online miami,shopping
mcdonalds-brussels-online,food
clinic los angeles square,health
at&t uae #30703,other
Walgreens Txn Brussels Sepa,health
lyft purchase,transport
Spotify Tx Card,entertainment
deutsche bahn txn subscription,transport
Hsbc Card Germany Sepa,other
PRET A MANGER FEE,food
APOTEK UAE WIRE,health
MTA POS TX,transport
lyft-germany-ach,transport
BBC IPLAYER ONLINE MILAN,entertainment
carrefour-uk-digital,shopping
Dunkin Sepa #89757,food
hsbc*pur paris,other
amazon eu eur,shopping
BART STRIPE LONDON,transport
YOUTUBE-UK-ECOM,entertainment
APOTEK UK TXN,health
eat.-us-web,food
canal+ trip subscription,entertainment
salary bill via paypal,other
mcdonalds ride cairo,food
bolt ride/london,transport
Chipotle Ride Miami Sepa,food
spotify-ny-digital,entertainment
sncf bill online egypt,transport
Lyft Stripe Belgium,transport
EUROSTAR GERMANY #76903,transport
TACO BELL RIDE BELGIUM SEPA,food
GREGGS BERLIN EUR,food
TARGET DIGITAL/LOS ANGELES,shopping
Unknown Fee Online San Francisco,other
Lidl-Germany-Ach,food
SPOTIFY GERMANY #64900,entertainment
El Corte Ingles Berlin #24607,shopping
El Corte Ingles-Berlin-Web,shopping
aldi*cha sepa,shopping
unknown germany #54323,other
O2 Vienna #70938,other
spotify germany stripe,entertainment
Orange Austria Eur,other
spotify*ord germany,entertainment
YOUTUBE-UAE-DELIVERY,entertainment
walmart fee via debit,shopping
Wendy'S Amex Ksa,food
Costco Eu Ride,shopping
Apotek-Uk-App,health
sky alex intl,entertainment
TACO BELL GIZA TRIP,food
subway order online boston,food
el corte ingles order via visa,shopping
el corte ingles-ksa-txn,shopping
DOCMORRIS-SPAIN-SQUARE,health
spotify dallas eur,entertainment
online clinic,health
GYM-SAN FRANCISCO-DELIVERY,health
DISNEY+-BRUSSELS-SQUARE,entertainment
Pret A Manger Paypal Dallas Sepa,food
BOOTS FL EUR,health
Renfe Uae Intl,transport
online youtube,entertainment
Pret A Manger Subscription Via App,food
Renfe Amex Berlin,transport
Apotek-Seattle-Txn,health
salary*txn miami,other
Bart Brussels #92323,transport
SPAR APP VIENNA SEPA,food
GREGGS-BELGIUM-TXN,food
Utility Payment Credit Dallas Sepa,other
BART VISA SUBSCRIPTION,transport
aldi london mastercard,shopping
HSBC SUBSCRIPTION ONLINE FRANCE,other
Uber Ecom  Sepa,transport
Greggs Egypt #75372,food
Sky*Pay Boston,entertainment
amtrak-usa-ach,transport
RENFE CHARGE ONLINE BOSTON,transport
costco amex purchase,shopping
Atm Dallas Debit,other
Pharmacy Ride France Sepa,health
Boots Ksa Eur,health
Mastercard Best Buy,shopping
salary chicago eur,other
Gym Ride Germany Sepa,health
aldi fee online us,shopping
Bart*Pay Ca,transport
Bart Online/Eu,transport
Costco Expense Via Stripe,shopping
Greggs Egypt #87530,food
Best Buy*Txn Miami,shopping
amazon card austria sepa,shopping
DUNKIN ORDER ONLINE BERLIN,food
WALGREENS*FEE MADRID,health
XBOX STRIPE SUBSCRIPTION,entertainment
Unknown Fee Via Pos,other
bart mastercard berlin sepa,transport
salary wire egypt,other
MASTERCARD SPOTIFY,entertainment
UTILITY PAYMENT ECOM TXN,other
PAYPAL CARREFOUR,shopping
TESCO*PAY VIENNA,shopping
Eat.*Fee Miami,food
Rite Aid App Giza Sepa,health
UNKNOWN DIGITAL ORDER,other
Carrefour Purchase Via Sepa,shopping
GREGGS ONLINE ,food
Xbox Ca Ecom,entertainment
Cvs Boston Iban,health
amtrak online order,transport
CARREFOUR KSA DIGITAL,shopping
Kfc Bill Via Visa,food
bolt wire txn,transport
ALDI EUR EUR,shopping
ORANGE EXPENSE VIA POS,other
Playstationhulu Charge Online Netherlands,entertainment
El Corte Ingles Pos/Italy,shopping
best buy pos sepa sepa,shopping
verizon paypal/los angeles,other
Amtrak Wire/Amsterdam,transport
Pret A Manger Spain Eur,food
Dunkin Wire Il,food
NANDO'S BILL ONLINE AUSTRIA,food
O2 DEBIT DALLAS,other
ORANGE ALEX WEB,other
walgreens digital expense,health
AMC THEATRES TXN ONLINE MILAN,entertainment
ORANGE NEW YORK EUR,other
AMAZON DEBIT/LOS ANGELES,shopping
lyft app netherlands,transport
carrefour expense,shopping
tesco purchase,shopping
utility payment*cha france,other
barclays tx #66402,other
ACH TRAINLINE,transport
Aldi  Eur,shopping
mcdonalds*fee us,food
WALMART PAYMENT VIA SQUARE,shopping
Apotek Sepa Charge,health
Le Pain Quotidien Digital Subscription,food
El Corte Ingles*Cha London,shopping
bart charge online boston,transport
NANDO'S DALLAS EUR,food
unknown-germany-intl,other
uber subscription online eu,transport
Atm-Fl-Ride,other
taco bell purchase via delivery,food
Bbc Iplayer Web Us,entertainment
bart txn,transport
BART NETHERLANDS #40648,transport
WALMART BERLIN TXN,shopping
CLINIC ORDER VIA APP,health
PLAYSTATIONHULU ORDER,entertainment
CANAL+-GIZA-WEB,entertainment
Cvs Brussels #84158,health
El Corte Ingles Seattle Eur,shopping
Pret A Manger Bill Via Wire,food
Eurostar Paypal Subscription,transport
kfc*pay netherlands,food
TESCO*ORD SAN FRANCISCO,shopping
ALDI TXN UAE SEPA,shopping
best buy bill online eur,shopping
Sncf Vienna Eur,transport
Amtrak Visa Order,transport
HOSPITAL AMEX ORDER,health
Walmart-Vienna-Online,shopping
uber brussels eur,transport
visa amazon,shopping
lidl credit london sepa,food
mta subscription,transport
TRIP PLAYSTATIONHULU,entertainment
Orange*Pur Miami,other
CLINIC*TXN LOS ANGELES,health
gym*cha los angeles,health
El Corte Ingles Visa Sepa,shopping
bolt iban france,transport
BARCLAYS MIAMI VISA,other
Cvs Debit Txn,health
Pharmacy Dallas Eur,health
Cvs  Eur,health
youtube--visa,entertainment
cvs delivery/ny,health
Trainline Germany Eur,transport
amazon ecom order,shopping
CHASE PURCHASE VIA TXN,other
YOUTUBE-AUSTRIA-DEBIT,entertainment
tfl*cha miami,transport
el corte ingles bill online berlin,shopping
PHARMACY*EXP NEW YORK,health
Verizon Ksa #99292,other
